experiment,T [K],Bapp [T],M [Am2/kg],reg fit,timestamp
ZFC,75.57212,0,0.008366853,0.9808571,1/6/2020 11:52:44 PM
ZFC,80.54212,0,0.00807788,0.9814163,1/6/2020 11:53:43 PM
ZFC,85.67235,0,0.007724824,0.9818081,1/6/2020 11:54:44 PM
ZFC,90.49979,0,0.007315251,0.9810527,1/6/2020 11:55:43 PM
ZFC,95.55402,0,0.006807846,0.9814765,1/6/2020 11:56:43 PM
ZFC,100.5564,0,0.006225923,0.9812832,1/6/2020 11:57:42 PM
ZFC,105.5227,0,0.005625478,0.9807549,1/6/2020 11:58:42 PM
ZFC,111.5561,0,0.004902542,0.9813086,1/6/2020 11:59:55 PM
ZFC,115.6055,0,0.004466514,0.9816326,1/7/2020 12:00:43 AM
ZFC,120.5521,0,0.004004733,0.9806501,1/7/2020 12:01:41 AM
ZFC,125.664,0,0.003630503,0.9814882,1/7/2020 12:02:42 AM
ZFC,130.5773,0,0.003371045,0.9819143,1/7/2020 12:03:41 AM
ZFC,135.5561,0,0.003169057,0.98151,1/7/2020 12:04:41 AM
ZFC,140.481,0,0.003006573,0.9816569,1/7/2020 12:05:40 AM
ZFC,146.7115,0,0.002840354,0.9818864,1/7/2020 12:06:55 AM
ZFC,150.5557,0,0.002755797,0.981635,1/7/2020 12:07:41 AM
ZFC,155.5406,0,0.002661186,0.9818807,1/7/2020 12:08:40 AM
ZFC,160.5806,0,0.002580363,0.9820995,1/7/2020 12:09:41 AM
ZFC,165.5255,0,0.002518502,0.9818684,1/7/2020 12:10:41 AM
ZFC,170.5637,0,0.002462729,0.9819015,1/7/2020 12:11:40 AM
ZFC,175.5599,0,0.002416283,0.981923,1/7/2020 12:12:40 AM
ZFC,180.4706,0,0.002378212,0.9814381,1/7/2020 12:13:39 AM
ZFC,185.5535,0,0.002341156,0.9821406,1/7/2020 12:14:40 AM
ZFC,190.636,0,0.002308082,0.9824238,1/7/2020 12:15:41 AM
ZFC,195.4763,0,0.002282567,0.9820731,1/7/2020 12:16:39 AM
ZFC,200.6574,0,0.002254817,0.9825601,1/7/2020 12:17:40 AM
ZFC,205.5923,0,0.002230393,0.9825111,1/7/2020 12:18:40 AM
ZFC,210.6164,0,0.002208278,0.9820572,1/7/2020 12:19:40 AM
ZFC,215.5812,0,0.002187485,0.981971,1/7/2020 12:20:39 AM
ZFC,220.5978,0,0.002164992,0.9827151,1/7/2020 12:21:40 AM
ZFC,225.4969,0,0.002148949,0.9820859,1/7/2020 12:22:38 AM
ZFC,230.4993,0,0.002131263,0.9823686,1/7/2020 12:23:39 AM
ZFC,235.6138,0,0.002109929,0.9823817,1/7/2020 12:24:40 AM
ZFC,240.6043,0,0.002098033,0.9822741,1/7/2020 12:25:40 AM
ZFC,245.4514,0,0.002083058,0.9821526,1/7/2020 12:26:38 AM
ZFC,250.6581,0,0.002068216,0.9820852,1/7/2020 12:27:40 AM
ZFC,255.5394,0,0.002055263,0.9823672,1/7/2020 12:28:39 AM
ZFC,260.5144,0,0.002041073,0.9823974,1/7/2020 12:29:38 AM
ZFC,265.6755,0,0.002025194,0.9828069,1/7/2020 12:30:41 AM
ZFC,270.5382,0,0.002013536,0.9825389,1/7/2020 12:31:39 AM
ZFC,275.5836,0,0.002001485,0.982355,1/7/2020 12:32:39 AM
ZFC,280.5231,0,0.001988282,0.9821836,1/7/2020 12:33:39 AM
ZFC,285.4747,0,0.001975339,0.9825048,1/7/2020 12:34:38 AM
ZFC,290.569,0,0.00196318,0.9825686,1/7/2020 12:35:38 AM
ZFC,295.5286,0,0.001950683,0.9824157,1/7/2020 12:36:39 AM
ZFC,300.0265,0,0.001931959,0.9828554,1/7/2020 12:42:08 AM
RTSIRM_cooling,299.9891,0,0.015691267,0.9819986,1/7/2020 12:51:36 AM
RTSIRM_cooling,294.6103,0,0.015649462,0.9817138,1/7/2020 12:55:56 AM
RTSIRM_cooling,289.4672,0,0.015576713,0.981712,1/7/2020 12:57:17 AM
RTSIRM_cooling,284.3387,0,0.015494928,0.9814363,1/7/2020 12:58:22 AM
RTSIRM_cooling,279.4019,0,0.01541706,0.9810049,1/7/2020 12:59:24 AM
RTSIRM_cooling,274.3663,0,0.015331157,0.9810344,1/7/2020 1:00:29 AM
RTSIRM_cooling,269.4086,0,0.015227842,0.9812211,1/7/2020 1:01:35 AM
RTSIRM_cooling,264.3751,0,0.015132902,0.9810052,1/7/2020 1:02:38 AM
RTSIRM_cooling,259.4083,0,0.015031086,0.9810507,1/7/2020 1:03:42 AM
RTSIRM_cooling,254.3032,0,0.014917103,0.9809657,1/7/2020 1:04:45 AM
RTSIRM_cooling,249.2676,0,0.014802234,0.9805587,1/7/2020 1:05:47 AM
RTSIRM_cooling,244.3531,0,0.014683235,0.9806596,1/7/2020 1:06:48 AM
RTSIRM_cooling,239.2965,0,0.014544004,0.9807792,1/7/2020 1:07:50 AM
RTSIRM_cooling,234.3762,0,0.014408465,0.9810237,1/7/2020 1:08:50 AM
RTSIRM_cooling,229.2738,0,0.01426015,0.9806846,1/7/2020 1:09:52 AM
RTSIRM_cooling,224.3596,0,0.014102313,0.9807106,1/7/2020 1:10:54 AM
RTSIRM_cooling,219.3712,0,0.013932323,0.9807542,1/7/2020 1:11:54 AM
RTSIRM_cooling,214.3469,0,0.013766408,0.9805871,1/7/2020 1:12:55 AM
RTSIRM_cooling,209.3587,0,0.013574278,0.9806008,1/7/2020 1:13:55 AM
RTSIRM_cooling,204.3671,0,0.013367866,0.9807816,1/7/2020 1:14:56 AM
RTSIRM_cooling,199.3931,0,0.013153056,0.9806125,1/7/2020 1:15:56 AM
RTSIRM_cooling,194.4185,0,0.01292523,0.9808435,1/7/2020 1:16:55 AM
RTSIRM_cooling,189.3993,0,0.012671996,0.9806885,1/7/2020 1:17:56 AM
RTSIRM_cooling,184.3284,0,0.01240774,0.9805532,1/7/2020 1:18:57 AM
RTSIRM_cooling,179.4033,0,0.012136918,0.9802818,1/7/2020 1:19:55 AM
RTSIRM_cooling,174.4048,0,0.011819472,0.9805378,1/7/2020 1:20:56 AM
RTSIRM_cooling,169.4365,0,0.011493297,0.9805053,1/7/2020 1:21:55 AM
RTSIRM_cooling,163.1419,0,0.011159145,0.9815211,1/7/2020 1:23:08 AM
RTSIRM_cooling,159.3837,0,0.010793391,0.9802438,1/7/2020 1:23:54 AM
RTSIRM_cooling,154.3412,0,0.010375476,0.9804223,1/7/2020 1:24:53 AM
RTSIRM_cooling,149.3674,0,0.009943054,0.9804273,1/7/2020 1:25:52 AM
RTSIRM_cooling,144.3589,0,0.009488335,0.9803653,1/7/2020 1:26:51 AM
RTSIRM_cooling,139.3466,0,0.009002719,0.9802666,1/7/2020 1:27:49 AM
RTSIRM_cooling,134.3206,0,0.008473639,0.9804405,1/7/2020 1:28:47 AM
RTSIRM_cooling,129.3069,0,0.007900879,0.9802085,1/7/2020 1:29:46 AM
RTSIRM_cooling,124.4048,0,0.007297033,0.9800493,1/7/2020 1:30:42 AM
RTSIRM_cooling,119.4054,0,0.006614041,0.980067,1/7/2020 1:31:39 AM
RTSIRM_cooling,114.3076,0,0.005897836,0.9798103,1/7/2020 1:32:36 AM
RTSIRM_cooling,108.2141,0,0.005206861,0.9795384,1/7/2020 1:33:45 AM
RTSIRM_cooling,104.2852,0,0.004556666,0.9791734,1/7/2020 1:34:29 AM
RTSIRM_cooling,99.29247,0,0.003968918,0.9796789,1/7/2020 1:35:23 AM
RTSIRM_cooling,94.35858,0,0.003515008,0.9798846,1/7/2020 1:36:15 AM
RTSIRM_cooling,89.3752,0,0.003157477,0.9802727,1/7/2020 1:37:08 AM
RTSIRM_cooling,84.24769,0,0.002894214,0.980265,1/7/2020 1:38:01 AM
RTSIRM_cooling,79.34229,0,0.002715764,0.9803765,1/7/2020 1:38:51 AM
RTSIRM_cooling,74.18144,0,0.002587228,0.9805974,1/7/2020 1:39:42 AM
RTSIRM_cooling,67.96942,0,0.002497791,0.9812557,1/7/2020 1:40:45 AM
RTSIRM_cooling,64.17627,0,0.002446259,0.9808373,1/7/2020 1:41:20 AM
RTSIRM_cooling,59.16336,0,0.002410338,0.9803496,1/7/2020 1:42:06 AM
RTSIRM_cooling,54.23577,0,0.00238813,0.9809613,1/7/2020 1:42:52 AM
RTSIRM_cooling,49.38685,0,0.002373431,0.9809694,1/7/2020 1:43:42 AM
RTSIRM_cooling,44.33308,0,0.002367061,0.9811788,1/7/2020 1:44:36 AM
RTSIRM_cooling,39.36557,0,0.002362471,0.9813858,1/7/2020 1:45:25 AM
RTSIRM_cooling,34.30986,0,0.002353073,0.9811352,1/7/2020 1:46:12 AM
RTSIRM_cooling,29.25581,0,0.002322972,0.9819607,1/7/2020 1:46:56 AM
RTSIRM_cooling,24.05942,0,0.002303911,0.9813509,1/7/2020 1:47:37 AM
RTSIRM_cooling,19.67728,0,0.002300175,0.9815136,1/7/2020 1:48:35 AM
RTSIRM_cooling,14.01641,0,0.002306224,0.9814029,1/7/2020 1:49:25 AM
RTSIRM_cooling,10.0118,0,0.002317338,0.9814003,1/7/2020 2:03:29 AM
RTSIRM_warming,10.04929,0,0.002316802,0.9813665,1/7/2020 2:04:38 AM
RTSIRM_warming,15.51798,0,0.002302389,0.9815163,1/7/2020 2:05:58 AM
RTSIRM_warming,20.50521,0,0.002298813,0.9817228,1/7/2020 2:06:57 AM
RTSIRM_warming,25.55996,0,0.002303255,0.9820449,1/7/2020 2:08:00 AM
RTSIRM_warming,30.47023,0,0.002323205,0.9815245,1/7/2020 2:08:59 AM
RTSIRM_warming,35.50948,0,0.002343681,0.9815704,1/7/2020 2:09:59 AM
RTSIRM_warming,40.48857,0,0.002345931,0.9820541,1/7/2020 2:11:01 AM
RTSIRM_warming,45.52123,0,0.00235222,0.981736,1/7/2020 2:12:01 AM
RTSIRM_warming,50.61059,0,0.002357252,0.9815445,1/7/2020 2:13:03 AM
RTSIRM_warming,55.586,0,0.00236635,0.9819953,1/7/2020 2:14:02 AM
RTSIRM_warming,60.52588,0,0.002389233,0.9813534,1/7/2020 2:15:02 AM
RTSIRM_warming,65.50748,0,0.002418436,0.9818439,1/7/2020 2:16:01 AM
RTSIRM_warming,70.64391,0,0.002463453,0.9816965,1/7/2020 2:17:02 AM
RTSIRM_warming,75.46559,0,0.00253046,0.9815279,1/7/2020 2:18:00 AM
RTSIRM_warming,80.59657,0,0.002626549,0.9818787,1/7/2020 2:19:01 AM
RTSIRM_warming,85.5435,0,0.002874833,0.90197,1/7/2020 2:20:01 AM
RTSIRM_warming,90.61974,0,0.002928201,0.9817035,1/7/2020 2:21:01 AM
RTSIRM_warming,95.5965,0,0.003149092,0.9818588,1/7/2020 2:22:00 AM
RTSIRM_warming,100.6065,0,0.003420592,0.9822057,1/7/2020 2:23:00 AM
RTSIRM_warming,105.5791,0,0.00372463,0.9815654,1/7/2020 2:24:00 AM
RTSIRM_warming,110.5482,0,0.004037084,0.9813715,1/7/2020 2:24:59 AM
RTSIRM_warming,115.5537,0,0.004341821,0.9820607,1/7/2020 2:26:00 AM
RTSIRM_warming,120.5016,0,0.004607038,0.9819841,1/7/2020 2:26:58 AM
RTSIRM_warming,125.5205,0,0.004839015,0.9822438,1/7/2020 2:27:59 AM
RTSIRM_warming,130.562,0,0.005034979,0.9820521,1/7/2020 2:28:59 AM
RTSIRM_warming,135.5596,0,0.005196832,0.9822943,1/7/2020 2:29:58 AM
RTSIRM_warming,140.5617,0,0.005332209,0.9816022,1/7/2020 2:30:59 AM
RTSIRM_warming,145.571,0,0.005456173,0.9817546,1/7/2020 2:31:59 AM
RTSIRM_warming,150.4721,0,0.00555721,0.9821278,1/7/2020 2:32:57 AM
RTSIRM_warming,155.5111,0,0.005652879,0.9815497,1/7/2020 2:33:58 AM
RTSIRM_warming,160.5067,0,0.005737671,0.9824737,1/7/2020 2:34:58 AM
RTSIRM_warming,165.5846,0,0.005811101,0.9822159,1/7/2020 2:35:58 AM
RTSIRM_warming,170.4962,0,0.005874975,0.9822958,1/7/2020 2:36:57 AM
RTSIRM_warming,175.5812,0,0.005941281,0.9824367,1/7/2020 2:37:58 AM
RTSIRM_warming,180.5702,0,0.005995425,0.9823813,1/7/2020 2:38:57 AM
RTSIRM_warming,185.562,0,0.00604242,0.9823652,1/7/2020 2:39:57 AM
RTSIRM_warming,190.5226,0,0.006085561,0.9826106,1/7/2020 2:40:57 AM
RTSIRM_warming,195.4926,0,0.006124926,0.9826103,1/7/2020 2:41:56 AM
RTSIRM_warming,200.4618,0,0.006154688,0.9826643,1/7/2020 2:42:57 AM
RTSIRM_warming,205.6031,0,0.006186648,0.9827083,1/7/2020 2:43:57 AM
RTSIRM_warming,210.5055,0,0.006214467,0.9825609,1/7/2020 2:44:57 AM
RTSIRM_warming,215.5506,0,0.006236126,0.9825313,1/7/2020 2:45:57 AM
RTSIRM_warming,220.5735,0,0.006254136,0.9826949,1/7/2020 2:46:56 AM
RTSIRM_warming,225.5518,0,0.006269096,0.9825847,1/7/2020 2:47:57 AM
RTSIRM_warming,230.5078,0,0.00628331,0.9824957,1/7/2020 2:48:56 AM
RTSIRM_warming,235.6,0,0.006290585,0.9827411,1/7/2020 2:49:57 AM
RTSIRM_warming,240.4896,0,0.006299275,0.9824204,1/7/2020 2:50:56 AM
RTSIRM_warming,245.541,0,0.006305009,0.9824177,1/7/2020 2:51:57 AM
RTSIRM_warming,250.637,0,0.006306128,0.9830486,1/7/2020 2:52:57 AM
RTSIRM_warming,255.5069,0,0.006308374,0.9827034,1/7/2020 2:53:56 AM
RTSIRM_warming,260.4921,0,0.006309092,0.9825764,1/7/2020 2:54:56 AM
RTSIRM_warming,265.6059,0,0.006304627,0.9827618,1/7/2020 2:55:58 AM
RTSIRM_warming,270.5862,0,0.006296891,0.9827406,1/7/2020 2:56:57 AM
RTSIRM_warming,275.6275,0,0.006295338,0.9825014,1/7/2020 2:57:57 AM
RTSIRM_warming,280.6078,0,0.006287283,0.9825398,1/7/2020 2:58:56 AM
RTSIRM_warming,285.5624,0,0.006272579,0.9827769,1/7/2020 2:59:56 AM
RTSIRM_warming,290.5342,0,0.006264567,0.9829252,1/7/2020 3:00:56 AM
RTSIRM_warming,295.6085,0,0.006251058,0.9829206,1/7/2020 3:01:57 AM
RTSIRM_warming,300.0265,0,0.006229202,0.9827451,1/7/2020 3:07:30 AM
