experiment,T [K],Bapp [T],M [Am2/kg],reg fit,timestamp
FC,220.6407,0,0.002136662,0.9853939,1/8/2020 10:22:14 PM
FC,225.5464,0,0.002115966,0.9857262,1/8/2020 10:23:13 PM
FC,230.613,0,0.002096664,0.9856026,1/8/2020 10:24:14 PM
FC,235.5234,0,0.002077754,0.9856498,1/8/2020 10:25:13 PM
FC,240.4559,0,0.002059608,0.9858976,1/8/2020 10:26:12 PM
FC,245.5247,0,0.002041142,0.9858305,1/8/2020 10:27:13 PM
FC,250.5471,0,0.002024511,0.9856924,1/8/2020 10:28:13 PM
FC,255.4349,0,0.002007444,0.9858554,1/8/2020 10:29:12 PM
FC,260.4671,0,0.001989981,0.9858749,1/8/2020 10:30:13 PM
FC,265.5291,0,0.001973854,0.9858072,1/8/2020 10:31:14 PM
FC,270.4762,0,0.001957228,0.9859143,1/8/2020 10:32:13 PM
FC,275.6038,0,0.001941608,0.9858714,1/8/2020 10:33:07 PM
FC,281.9675,0,0.001926639,0.9853092,1/8/2020 10:34:18 PM
FC,285.512,0,0.0019149,0.9858065,1/8/2020 10:35:02 PM
FC,290.4246,0,0.001898529,0.9862244,1/8/2020 10:36:03 PM
FC,295.5658,0,0.001880814,0.9861626,1/8/2020 10:37:15 PM
FC,300.0201,0,0.001856674,0.9860247,1/8/2020 10:43:31 PM
ZFC,9.993085,0,0.010424317,0.985093,1/9/2020 12:10:44 AM
ZFC,15.5384,0,0.009389458,0.9846423,1/9/2020 12:12:06 AM
ZFC,20.62697,0,0.008646242,0.9846163,1/9/2020 12:13:07 AM
ZFC,25.62141,0,0.008180658,0.9845838,1/9/2020 12:14:07 AM
ZFC,30.4574,0,0.007815677,0.9844959,1/9/2020 12:15:07 AM
ZFC,36.57195,0,0.007317903,0.9845176,1/9/2020 12:16:20 AM
ZFC,40.56239,0,0.006947371,0.9844549,1/9/2020 12:17:10 AM
ZFC,45.58254,0,0.006549875,0.9846312,1/9/2020 12:18:10 AM
ZFC,50.54498,0,0.006325984,0.9846555,1/9/2020 12:19:10 AM
ZFC,55.54775,0,0.006138939,0.9846959,1/9/2020 12:20:10 AM
ZFC,60.51418,0,0.005959122,0.9845847,1/9/2020 12:21:10 AM
ZFC,65.55326,0,0.005789543,0.9845669,1/9/2020 12:22:09 AM
ZFC,70.61426,0,0.00563154,0.9845198,1/9/2020 12:23:10 AM
ZFC,75.52679,0,0.005485293,0.9845895,1/9/2020 12:24:09 AM
ZFC,80.50346,0,0.005329686,0.9847888,1/9/2020 12:25:08 AM
ZFC,85.4865,0,0.005165163,0.9848195,1/9/2020 12:26:08 AM
ZFC,90.51694,0,0.004985853,0.9847912,1/9/2020 12:27:08 AM
ZFC,95.51643,0,0.004792884,0.9848251,1/9/2020 12:28:08 AM
ZFC,100.5219,0,0.004576293,0.9849102,1/9/2020 12:29:09 AM
ZFC,105.5996,0,0.004347324,0.985025,1/9/2020 12:30:10 AM
ZFC,110.4922,0,0.004104467,0.9848726,1/9/2020 12:31:08 AM
ZFC,115.7263,0,0.003843035,0.9847943,1/9/2020 12:32:10 AM
ZFC,120.4742,0,0.003581533,0.9851037,1/9/2020 12:33:09 AM
ZFC,126.4449,0,0.003340867,0.9849397,1/9/2020 12:34:25 AM
ZFC,130.5367,0,0.003224018,0.9849367,1/9/2020 12:35:12 AM
ZFC,135.6067,0,0.003092916,0.9849659,1/9/2020 12:36:10 AM
ZFC,140.5607,0,0.002972739,0.9850941,1/9/2020 12:37:07 AM
ZFC,145.6133,0,0.002856083,0.9848998,1/9/2020 12:38:07 AM
ZFC,150.4627,0,0.002750623,0.9847175,1/9/2020 12:39:04 AM
ZFC,155.5067,0,0.002647266,0.9849284,1/9/2020 12:40:03 AM
ZFC,160.5216,0,0.002556547,0.9853623,1/9/2020 12:41:06 AM
ZFC,165.6308,0,0.002483616,0.9852492,1/9/2020 12:42:08 AM
ZFC,170.5942,0,0.002427007,0.9853503,1/9/2020 12:43:07 AM
ZFC,175.5842,0,0.002382559,0.9854251,1/9/2020 12:44:07 AM
ZFC,180.5723,0,0.002347801,0.9853597,1/9/2020 12:45:05 AM
ZFC,185.5821,0,0.002319356,0.9852046,1/9/2020 12:46:06 AM
ZFC,190.6296,0,0.002292515,0.9855656,1/9/2020 12:47:05 AM
ZFC,195.4614,0,0.002268422,0.9855016,1/9/2020 12:48:03 AM
ZFC,200.5354,0,0.002245758,0.9854375,1/9/2020 12:49:04 AM
ZFC,205.6325,0,0.002224502,0.9858302,1/9/2020 12:50:05 AM
ZFC,210.4895,0,0.002203996,0.9857579,1/9/2020 12:51:04 AM
ZFC,215.5,0,0.002185814,0.9853293,1/9/2020 12:52:04 AM
ZFC,220.5487,0,0.002167607,0.9853087,1/9/2020 12:53:04 AM
ZFC,225.5682,0,0.002149515,0.9856995,1/9/2020 12:54:04 AM
ZFC,230.5395,0,0.002131877,0.9857739,1/9/2020 12:55:05 AM
ZFC,235.6205,0,0.002116792,0.9857157,1/9/2020 12:56:05 AM
ZFC,240.4728,0,0.002100966,0.9858406,1/9/2020 12:57:02 AM
ZFC,245.5867,0,0.00208468,0.9857162,1/9/2020 12:58:04 AM
ZFC,250.5749,0,0.002070459,0.9856517,1/9/2020 12:59:03 AM
ZFC,255.4252,0,0.002055858,0.9856455,1/9/2020 1:00:01 AM
ZFC,260.5069,0,0.00204032,0.9856835,1/9/2020 1:01:02 AM
ZFC,265.5813,0,0.002025812,0.9858569,1/9/2020 1:01:59 AM
ZFC,270.4763,0,0.002011726,0.9860654,1/9/2020 1:03:01 AM
ZFC,275.5355,0,0.001996545,0.9857147,1/9/2020 1:04:03 AM
ZFC,280.5413,0,0.001982698,0.9858016,1/9/2020 1:05:03 AM
ZFC,285.4813,0,0.001968978,0.9858199,1/9/2020 1:06:01 AM
ZFC,290.5329,0,0.001954046,0.9861585,1/9/2020 1:07:00 AM
ZFC,295.599,0,0.001941098,0.9859239,1/9/2020 1:08:03 AM
ZFC,300.027,0,0.001916304,0.9863091,1/9/2020 1:14:30 AM
RTSIRM_cooling,299.9927,0,0.006458158,0.9854471,1/9/2020 1:23:30 AM
RTSIRM_cooling,294.6151,0,0.006455015,0.9848028,1/9/2020 1:26:51 AM
RTSIRM_cooling,289.4403,0,0.006448815,0.984556,1/9/2020 1:27:59 AM
RTSIRM_cooling,284.4054,0,0.006441384,0.9841166,1/9/2020 1:28:54 AM
RTSIRM_cooling,279.2366,0,0.006426389,0.9839804,1/9/2020 1:29:53 AM
RTSIRM_cooling,274.3259,0,0.006409045,0.9840192,1/9/2020 1:30:49 AM
RTSIRM_cooling,269.262,0,0.006391562,0.9839563,1/9/2020 1:31:47 AM
RTSIRM_cooling,264.3527,0,0.006370516,0.9839435,1/9/2020 1:32:47 AM
RTSIRM_cooling,259.3486,0,0.006345288,0.9839832,1/9/2020 1:33:49 AM
RTSIRM_cooling,254.281,0,0.00632094,0.9839367,1/9/2020 1:34:54 AM
RTSIRM_cooling,249.4446,0,0.006292995,0.98387,1/9/2020 1:36:00 AM
RTSIRM_cooling,244.3904,0,0.006261168,0.9841095,1/9/2020 1:37:07 AM
RTSIRM_cooling,239.493,0,0.006229516,0.9840209,1/9/2020 1:38:12 AM
RTSIRM_cooling,234.4625,0,0.006193874,0.9839598,1/9/2020 1:39:20 AM
RTSIRM_cooling,229.3613,0,0.006150365,0.9840173,1/9/2020 1:40:25 AM
RTSIRM_cooling,224.4756,0,0.006106307,0.9838325,1/9/2020 1:41:29 AM
RTSIRM_cooling,219.4368,0,0.00605982,0.9836386,1/9/2020 1:42:34 AM
RTSIRM_cooling,214.4042,0,0.006005694,0.9837973,1/9/2020 1:43:38 AM
RTSIRM_cooling,209.4713,0,0.005949481,0.9840322,1/9/2020 1:44:39 AM
RTSIRM_cooling,204.3507,0,0.005887663,0.9839377,1/9/2020 1:45:42 AM
RTSIRM_cooling,199.4032,0,0.005820551,0.983908,1/9/2020 1:46:44 AM
RTSIRM_cooling,194.4283,0,0.005747201,0.9839053,1/9/2020 1:47:45 AM
RTSIRM_cooling,189.3509,0,0.005667176,0.9837659,1/9/2020 1:48:47 AM
RTSIRM_cooling,184.3937,0,0.005584254,0.9837157,1/9/2020 1:49:47 AM
RTSIRM_cooling,179.3958,0,0.005489757,0.9837918,1/9/2020 1:50:49 AM
RTSIRM_cooling,174.3513,0,0.005392095,0.9837871,1/9/2020 1:51:49 AM
RTSIRM_cooling,169.311,0,0.005286235,0.9836732,1/9/2020 1:52:50 AM
RTSIRM_cooling,164.4746,0,0.00517585,0.9836922,1/9/2020 1:53:49 AM
RTSIRM_cooling,159.3946,0,0.005053072,0.9836314,1/9/2020 1:54:50 AM
RTSIRM_cooling,154.3464,0,0.004924096,0.9833959,1/9/2020 1:55:51 AM
RTSIRM_cooling,149.342,0,0.0047894,0.9833431,1/9/2020 1:56:50 AM
RTSIRM_cooling,144.3814,0,0.00464566,0.9835204,1/9/2020 1:57:50 AM
RTSIRM_cooling,139.2711,0,0.004499216,0.9835331,1/9/2020 1:58:50 AM
RTSIRM_cooling,134.4156,0,0.004352941,0.9833985,1/9/2020 1:59:48 AM
RTSIRM_cooling,129.3114,0,0.004195536,0.9834741,1/9/2020 2:00:48 AM
RTSIRM_cooling,124.3675,0,0.00402968,0.9835068,1/9/2020 2:01:46 AM
RTSIRM_cooling,119.3228,0,0.003853313,0.9834471,1/9/2020 2:02:45 AM
RTSIRM_cooling,114.3403,0,0.003681316,0.9833611,1/9/2020 2:03:43 AM
RTSIRM_cooling,109.3985,0,0.003520514,0.9836175,1/9/2020 2:04:38 AM
RTSIRM_cooling,104.4921,0,0.00337082,0.9836633,1/9/2020 2:05:34 AM
RTSIRM_cooling,99.35547,0,0.003235292,0.9836882,1/9/2020 2:06:30 AM
RTSIRM_cooling,94.35724,0,0.003120827,0.9838538,1/9/2020 2:07:25 AM
RTSIRM_cooling,89.37292,0,0.003025554,0.9838521,1/9/2020 2:08:19 AM
RTSIRM_cooling,84.41798,0,0.002950586,0.983803,1/9/2020 2:09:12 AM
RTSIRM_cooling,79.27315,0,0.002894515,0.9839141,1/9/2020 2:10:05 AM
RTSIRM_cooling,74.28511,0,0.002856419,0.9837309,1/9/2020 2:10:56 AM
RTSIRM_cooling,69.26963,0,0.002825559,0.9836339,1/9/2020 2:11:45 AM
RTSIRM_cooling,64.38036,0,0.002797229,0.9838875,1/9/2020 2:12:33 AM
RTSIRM_cooling,59.40144,0,0.002770043,0.9838762,1/9/2020 2:13:20 AM
RTSIRM_cooling,54.32656,0,0.00275159,0.9839575,1/9/2020 2:14:07 AM
RTSIRM_cooling,49.31232,0,0.002741513,0.9840273,1/9/2020 2:14:55 AM
RTSIRM_cooling,44.28067,0,0.002732695,0.9839706,1/9/2020 2:15:39 AM
RTSIRM_cooling,39.20916,0,0.002726654,0.9839526,1/9/2020 2:16:23 AM
RTSIRM_cooling,34.21659,0,0.002710207,0.9838366,1/9/2020 2:17:08 AM
RTSIRM_cooling,29.25892,0,0.002666029,0.9838707,1/9/2020 2:17:53 AM
RTSIRM_cooling,24.25,0,0.002654913,0.9840763,1/9/2020 2:18:42 AM
RTSIRM_cooling,19.45221,0,0.002654001,0.9840249,1/9/2020 2:19:43 AM
RTSIRM_cooling,14.8314,0,0.002655474,0.9837668,1/9/2020 2:20:32 AM
RTSIRM_cooling,10.03058,0,0.002659582,0.9842641,1/9/2020 2:34:54 AM
RTSIRM_warming,9.996637,0,0.002663339,0.9844216,1/9/2020 2:50:59 AM
RTSIRM_warming,15.54004,0,0.002653777,0.9841872,1/9/2020 2:52:20 AM
RTSIRM_warming,20.48562,0,0.002652159,0.9842042,1/9/2020 2:53:19 AM
RTSIRM_warming,25.52752,0,0.002655731,0.9842939,1/9/2020 2:54:20 AM
RTSIRM_warming,30.52141,0,0.002669414,0.9842134,1/9/2020 2:55:21 AM
RTSIRM_warming,35.51785,0,0.002708797,0.9842712,1/9/2020 2:56:21 AM
RTSIRM_warming,40.62736,0,0.002718023,0.9843772,1/9/2020 2:57:24 AM
RTSIRM_warming,45.48458,0,0.002722583,0.9845052,1/9/2020 2:58:23 AM
RTSIRM_warming,50.44678,0,0.002728245,0.9844994,1/9/2020 2:59:24 AM
RTSIRM_warming,55.58009,0,0.002735274,0.984685,1/9/2020 3:00:25 AM
RTSIRM_warming,60.51492,0,0.002746842,0.9846532,1/9/2020 3:01:26 AM
RTSIRM_warming,65.56691,0,0.00276603,0.9846091,1/9/2020 3:02:25 AM
RTSIRM_warming,70.49242,0,0.002788167,0.9846247,1/9/2020 3:03:27 AM
RTSIRM_warming,75.58083,0,0.002805041,0.9847187,1/9/2020 3:04:22 AM
RTSIRM_warming,80.50441,0,0.002825045,0.985058,1/9/2020 3:05:20 AM
RTSIRM_warming,85.60722,0,0.00285527,0.9849206,1/9/2020 3:06:22 AM
RTSIRM_warming,90.53731,0,0.002894081,0.9850048,1/9/2020 3:07:21 AM
RTSIRM_warming,95.58588,0,0.002943283,0.9848475,1/9/2020 3:08:22 AM
RTSIRM_warming,100.6295,0,0.003002433,0.9852256,1/9/2020 3:09:23 AM
RTSIRM_warming,105.507,0,0.003068384,0.9851636,1/9/2020 3:10:21 AM
RTSIRM_warming,110.6066,0,0.003145267,0.984964,1/9/2020 3:11:22 AM
RTSIRM_warming,115.5166,0,0.003221567,0.9847459,1/9/2020 3:12:21 AM
RTSIRM_warming,120.4302,0,0.003296749,0.9851533,1/9/2020 3:13:22 AM
RTSIRM_warming,125.5169,0,0.003364708,0.9850594,1/9/2020 3:14:30 AM
RTSIRM_warming,130.5584,0,0.003419396,0.9849725,1/9/2020 3:15:29 AM
RTSIRM_warming,135.5835,0,0.003464283,0.9850166,1/9/2020 3:16:25 AM
RTSIRM_warming,140.6706,0,0.003497836,0.9852726,1/9/2020 3:17:23 AM
RTSIRM_warming,145.6189,0,0.003524596,0.9851232,1/9/2020 3:18:21 AM
RTSIRM_warming,150.5857,0,0.003546319,0.9850243,1/9/2020 3:19:20 AM
RTSIRM_warming,155.4682,0,0.003561607,0.9851005,1/9/2020 3:20:18 AM
RTSIRM_warming,160.5992,0,0.003571341,0.9852164,1/9/2020 3:21:21 AM
RTSIRM_warming,165.4997,0,0.003581012,0.9852501,1/9/2020 3:22:18 AM
RTSIRM_warming,170.5049,0,0.003592467,0.9853343,1/9/2020 3:23:18 AM
RTSIRM_warming,175.67,0,0.003605016,0.9855803,1/9/2020 3:24:20 AM
RTSIRM_warming,180.5564,0,0.003620309,0.9853811,1/9/2020 3:25:19 AM
RTSIRM_warming,185.5133,0,0.003635799,0.9852822,1/9/2020 3:26:18 AM
RTSIRM_warming,190.479,0,0.003649215,0.9854825,1/9/2020 3:27:12 AM
RTSIRM_warming,195.4558,0,0.003658745,0.9855164,1/9/2020 3:28:13 AM
RTSIRM_warming,200.5265,0,0.003669206,0.9855678,1/9/2020 3:29:13 AM
RTSIRM_warming,205.7357,0,0.003676002,0.9857036,1/9/2020 3:30:12 AM
RTSIRM_warming,210.4545,0,0.003681554,0.9857246,1/9/2020 3:31:10 AM
RTSIRM_warming,215.5201,0,0.003686487,0.9855386,1/9/2020 3:32:09 AM
RTSIRM_warming,220.5664,0,0.003690637,0.98553,1/9/2020 3:33:12 AM
RTSIRM_warming,225.4981,0,0.003690668,0.9856945,1/9/2020 3:34:14 AM
RTSIRM_warming,230.4659,0,0.003691192,0.9857442,1/9/2020 3:35:17 AM
RTSIRM_warming,235.6528,0,0.003691264,0.9857121,1/9/2020 3:36:20 AM
RTSIRM_warming,240.604,0,0.003688644,0.9858798,1/9/2020 3:37:19 AM
RTSIRM_warming,245.5512,0,0.003685157,0.9857304,1/9/2020 3:38:15 AM
RTSIRM_warming,250.6026,0,0.003682131,0.985563,1/9/2020 3:39:14 AM
RTSIRM_warming,255.4829,0,0.003676401,0.9857729,1/9/2020 3:40:14 AM
RTSIRM_warming,260.6127,0,0.003669227,0.9858221,1/9/2020 3:41:17 AM
RTSIRM_warming,265.4924,0,0.003664115,0.9856463,1/9/2020 3:42:16 AM
RTSIRM_warming,270.5419,0,0.0036554,0.9857985,1/9/2020 3:43:17 AM
RTSIRM_warming,275.5522,0,0.003646134,0.9858401,1/9/2020 3:44:16 AM
RTSIRM_warming,280.5827,0,0.003637215,0.9855806,1/9/2020 3:45:17 AM
RTSIRM_warming,285.5121,0,0.003626897,0.985513,1/9/2020 3:46:16 AM
RTSIRM_warming,290.5394,0,0.003615107,0.9858565,1/9/2020 3:47:16 AM
RTSIRM_warming,295.6522,0,0.003602473,0.9858366,1/9/2020 3:48:17 AM
RTSIRM_warming,300.027,0,0.003582213,0.986014,1/9/2020 3:54:02 AM
