experiment,T [K],Bapp [T],M [Am2/kg],reg fit,timestamp
ZFC,20.56302,0,0.007160173,0.9774288,1/7/2020 10:31:51 PM
ZFC,25.58338,0,0.00710555,0.9781054,1/7/2020 10:32:53 PM
ZFC,30.5102,0,0.00708513,0.9777095,1/7/2020 10:33:53 PM
ZFC,35.53391,0,0.007059125,0.9778234,1/7/2020 10:34:53 PM
ZFC,40.57755,0,0.007028396,0.9780602,1/7/2020 10:35:55 PM
ZFC,45.57457,0,0.007016318,0.9770322,1/7/2020 10:36:55 PM
ZFC,50.55412,0,0.006997544,0.9774858,1/7/2020 10:37:55 PM
ZFC,55.56724,0,0.006974777,0.9773085,1/7/2020 10:38:56 PM
ZFC,60.56199,0,0.00695843,0.9775292,1/7/2020 10:39:56 PM
ZFC,65.62634,0,0.006937683,0.9777554,1/7/2020 10:40:56 PM
ZFC,70.6167,0,0.006913643,0.977705,1/7/2020 10:41:56 PM
ZFC,75.52396,0,0.006899818,0.9775579,1/7/2020 10:42:55 PM
ZFC,80.56322,0,0.006877983,0.9775536,1/7/2020 10:43:56 PM
ZFC,85.64857,0,0.006851145,0.9777343,1/7/2020 10:44:56 PM
ZFC,90.4886,0,0.006829153,0.9776792,1/7/2020 10:45:53 PM
ZFC,95.5827,0,0.006798839,0.9777094,1/7/2020 10:46:54 PM
ZFC,100.6238,0,0.006759384,0.9779737,1/7/2020 10:47:54 PM
ZFC,105.4832,0,0.006723152,0.9775891,1/7/2020 10:48:52 PM
ZFC,110.6071,0,0.006655661,0.9776911,1/7/2020 10:49:54 PM
ZFC,115.6521,0,0.006547054,0.9781178,1/7/2020 10:50:54 PM
ZFC,120.5287,0,0.006299949,0.9780908,1/7/2020 10:51:53 PM
ZFC,125.5033,0,0.003721635,0.9751707,1/7/2020 10:52:52 PM
ZFC,131.7239,0,0.002081686,0.9771714,1/7/2020 10:54:06 PM
ZFC,135.5333,0,0.00199348,0.9773623,1/7/2020 10:54:52 PM
ZFC,140.4841,0,0.001965661,0.9772783,1/7/2020 10:55:51 PM
ZFC,145.6271,0,0.001941833,0.9778091,1/7/2020 10:56:52 PM
ZFC,150.572,0,0.001930598,0.9775103,1/7/2020 10:57:52 PM
ZFC,155.547,0,0.001917575,0.9774862,1/7/2020 10:58:51 PM
ZFC,160.6655,0,0.001902613,0.9778938,1/7/2020 10:59:53 PM
ZFC,165.5233,0,0.001894091,0.9776232,1/7/2020 11:00:52 PM
ZFC,170.481,0,0.001886414,0.9773558,1/7/2020 11:01:51 PM
ZFC,175.5233,0,0.001873983,0.978064,1/7/2020 11:02:51 PM
ZFC,180.5625,0,0.001869623,0.9773402,1/7/2020 11:03:52 PM
ZFC,185.5941,0,0.001861721,0.9774218,1/7/2020 11:04:52 PM
ZFC,190.5928,0,0.001851699,0.9778737,1/7/2020 11:05:52 PM
ZFC,195.486,0,0.001848029,0.9769839,1/7/2020 11:06:51 PM
ZFC,200.5395,0,0.001841278,0.9774635,1/7/2020 11:07:51 PM
ZFC,205.6389,0,0.001831293,0.9776503,1/7/2020 11:08:52 PM
ZFC,210.6238,0,0.001828578,0.9773538,1/7/2020 11:09:52 PM
ZFC,215.5159,0,0.001822367,0.977532,1/7/2020 11:10:50 PM
ZFC,220.4722,0,0.001812934,0.9778768,1/7/2020 11:11:51 PM
ZFC,225.5516,0,0.001810085,0.9773433,1/7/2020 11:12:50 PM
ZFC,230.5124,0,0.001804441,0.9776028,1/7/2020 11:13:50 PM
ZFC,235.5034,0,0.001795462,0.9775885,1/7/2020 11:14:50 PM
ZFC,240.5325,0,0.001792889,0.977506,1/7/2020 11:15:50 PM
ZFC,245.4663,0,0.001786529,0.9774672,1/7/2020 11:16:50 PM
ZFC,250.5647,0,0.001778718,0.9776068,1/7/2020 11:17:51 PM
ZFC,255.5178,0,0.001773884,0.9771963,1/7/2020 11:18:50 PM
ZFC,260.5701,0,0.001767251,0.9771845,1/7/2020 11:19:50 PM
ZFC,265.6346,0,0.001758973,0.9773022,1/7/2020 11:20:52 PM
ZFC,270.5801,0,0.00175549,0.9773708,1/7/2020 11:21:50 PM
ZFC,275.5083,0,0.001748111,0.9771184,1/7/2020 11:22:49 PM
ZFC,280.5688,0,0.001739723,0.9777409,1/7/2020 11:23:50 PM
ZFC,285.5557,0,0.001734649,0.9776757,1/7/2020 11:24:50 PM
ZFC,290.5411,0,0.001727915,0.9773238,1/7/2020 11:25:49 PM
ZFC,295.5289,0,0.001720636,0.9780772,1/7/2020 11:26:50 PM
ZFC,300.0115,0,0.001710058,0.9771423,1/7/2020 11:32:22 PM
RTSIRM_cooling,300.0041,0,0.004629066,0.9772915,1/7/2020 11:41:34 PM
RTSIRM_cooling,294.6462,0,0.004629863,0.9768659,1/7/2020 11:45:52 PM
RTSIRM_cooling,289.4948,0,0.004630736,0.976633,1/7/2020 11:47:15 PM
RTSIRM_cooling,284.3588,0,0.004627304,0.9766245,1/7/2020 11:48:20 PM
RTSIRM_cooling,279.3892,0,0.004624477,0.9765523,1/7/2020 11:49:24 PM
RTSIRM_cooling,274.2982,0,0.004620874,0.9762207,1/7/2020 11:50:29 PM
RTSIRM_cooling,269.3786,0,0.004614193,0.9763126,1/7/2020 11:51:32 PM
RTSIRM_cooling,264.3925,0,0.004606128,0.9764472,1/7/2020 11:52:36 PM
RTSIRM_cooling,259.4138,0,0.004598202,0.9762411,1/7/2020 11:53:39 PM
RTSIRM_cooling,254.3458,0,0.004588697,0.9762885,1/7/2020 11:54:43 PM
RTSIRM_cooling,249.3443,0,0.004576502,0.9764194,1/7/2020 11:55:44 PM
RTSIRM_cooling,244.4171,0,0.004565945,0.9762567,1/7/2020 11:56:45 PM
RTSIRM_cooling,239.3248,0,0.004553401,0.9761212,1/7/2020 11:57:47 PM
RTSIRM_cooling,234.3218,0,0.004536421,0.9763488,1/7/2020 11:58:48 PM
RTSIRM_cooling,229.4391,0,0.004519644,0.9764346,1/7/2020 11:59:48 PM
RTSIRM_cooling,224.2507,0,0.004502744,0.9761023,1/8/2020 12:00:50 AM
RTSIRM_cooling,219.4034,0,0.004479261,0.9766431,1/8/2020 12:01:50 AM
RTSIRM_cooling,214.4155,0,0.004457859,0.9761381,1/8/2020 12:02:51 AM
RTSIRM_cooling,209.3004,0,0.004434601,0.9758128,1/8/2020 12:03:52 AM
RTSIRM_cooling,204.3531,0,0.004405601,0.9763433,1/8/2020 12:04:52 AM
RTSIRM_cooling,199.3296,0,0.004375749,0.9762504,1/8/2020 12:05:52 AM
RTSIRM_cooling,194.3426,0,0.00434348,0.9760818,1/8/2020 12:06:52 AM
RTSIRM_cooling,189.4081,0,0.004306692,0.9759734,1/8/2020 12:07:52 AM
RTSIRM_cooling,184.3658,0,0.004264435,0.976158,1/8/2020 12:08:52 AM
RTSIRM_cooling,179.3132,0,0.004220121,0.9760593,1/8/2020 12:09:52 AM
RTSIRM_cooling,174.3457,0,0.004169158,0.9759448,1/8/2020 12:10:52 AM
RTSIRM_cooling,169.3353,0,0.004110368,0.9761415,1/8/2020 12:11:51 AM
RTSIRM_cooling,164.3845,0,0.004046385,0.9760925,1/8/2020 12:12:51 AM
RTSIRM_cooling,159.3067,0,0.003975265,0.976347,1/8/2020 12:13:50 AM
RTSIRM_cooling,154.3828,0,0.003893268,0.9765288,1/8/2020 12:14:49 AM
RTSIRM_cooling,149.4514,0,0.003802282,0.9762254,1/8/2020 12:15:47 AM
RTSIRM_cooling,144.3438,0,0.003697551,0.976007,1/8/2020 12:16:46 AM
RTSIRM_cooling,139.3875,0,0.003580595,0.9761643,1/8/2020 12:17:44 AM
RTSIRM_cooling,134.3594,0,0.003424589,0.9763989,1/8/2020 12:18:43 AM
RTSIRM_cooling,129.3896,0,0.003048744,0.9757336,1/8/2020 12:19:41 AM
RTSIRM_cooling,124.3875,0,0.002200521,0.9752204,1/8/2020 12:20:39 AM
RTSIRM_cooling,119.3633,0,0.001935614,0.9764249,1/8/2020 12:21:34 AM
RTSIRM_cooling,114.3454,0,0.00190561,0.9768567,1/8/2020 12:22:32 AM
RTSIRM_cooling,109.3096,0,0.001900565,0.9773032,1/8/2020 12:23:28 AM
RTSIRM_cooling,104.1905,0,0.001901511,0.9765004,1/8/2020 12:24:24 AM
RTSIRM_cooling,99.47176,0,0.001904432,0.9767645,1/8/2020 12:25:16 AM
RTSIRM_cooling,94.27141,0,0.00190675,0.9766202,1/8/2020 12:26:11 AM
RTSIRM_cooling,89.32687,0,0.001910886,0.9770344,1/8/2020 12:27:04 AM
RTSIRM_cooling,84.25963,0,0.001915267,0.9770025,1/8/2020 12:27:56 AM
RTSIRM_cooling,79.32203,0,0.001919122,0.9769974,1/8/2020 12:28:46 AM
RTSIRM_cooling,74.19812,0,0.00192214,0.976994,1/8/2020 12:29:37 AM
RTSIRM_cooling,69.24815,0,0.001925282,0.9771211,1/8/2020 12:30:27 AM
RTSIRM_cooling,64.19468,0,0.001928662,0.9771848,1/8/2020 12:31:16 AM
RTSIRM_cooling,59.26421,0,0.001932098,0.9762561,1/8/2020 12:32:00 AM
RTSIRM_cooling,54.36507,0,0.00193453,0.9769097,1/8/2020 12:32:46 AM
RTSIRM_cooling,49.2633,0,0.001936678,0.9772126,1/8/2020 12:33:35 AM
RTSIRM_cooling,44.38038,0,0.001938499,0.977359,1/8/2020 12:34:25 AM
RTSIRM_cooling,39.32868,0,0.001939986,0.9776484,1/8/2020 12:35:14 AM
RTSIRM_cooling,34.25187,0,0.001942022,0.9773034,1/8/2020 12:36:02 AM
RTSIRM_cooling,29.18456,0,0.001944497,0.9772597,1/8/2020 12:36:46 AM
RTSIRM_cooling,24.03181,0,0.001947211,0.9776297,1/8/2020 12:37:27 AM
RTSIRM_cooling,19.58774,0,0.001950472,0.977694,1/8/2020 12:38:22 AM
RTSIRM_cooling,14.50266,0,0.001955728,0.9777253,1/8/2020 12:39:16 AM
RTSIRM_cooling,10.01282,0,0.001962843,0.9780228,1/8/2020 12:53:18 AM
RTSIRM_warming,10.01997,0,0.001962932,0.9776559,1/8/2020 1:13:26 AM
RTSIRM_warming,15.54904,0,0.001954429,0.9781891,1/8/2020 1:14:48 AM
RTSIRM_warming,20.54475,0,0.001950485,0.9771808,1/8/2020 1:15:49 AM
RTSIRM_warming,25.60093,0,0.001946169,0.977892,1/8/2020 1:16:48 AM
RTSIRM_warming,30.51708,0,0.001943814,0.9774252,1/8/2020 1:17:49 AM
RTSIRM_warming,35.5103,0,0.001941238,0.9777722,1/8/2020 1:18:50 AM
RTSIRM_warming,40.48754,0,0.001939153,0.9777718,1/8/2020 1:19:50 AM
RTSIRM_warming,45.44082,0,0.00193731,0.9772038,1/8/2020 1:20:50 AM
RTSIRM_warming,50.50014,0,0.001936343,0.97747,1/8/2020 1:21:51 AM
RTSIRM_warming,55.58193,0,0.001932881,0.9771544,1/8/2020 1:22:53 AM
RTSIRM_warming,60.57278,0,0.001930373,0.9771291,1/8/2020 1:23:52 AM
RTSIRM_warming,65.51163,0,0.001925843,0.9777042,1/8/2020 1:24:51 AM
RTSIRM_warming,70.45654,0,0.001922273,0.9776201,1/8/2020 1:25:51 AM
RTSIRM_warming,75.5507,0,0.001918599,0.9776975,1/8/2020 1:26:51 AM
RTSIRM_warming,80.50213,0,0.001915342,0.9772534,1/8/2020 1:27:50 AM
RTSIRM_warming,85.54115,0,0.001910598,0.9777386,1/8/2020 1:28:50 AM
RTSIRM_warming,90.49815,0,0.001906336,0.9776151,1/8/2020 1:29:49 AM
RTSIRM_warming,95.60924,0,0.001900812,0.9775681,1/8/2020 1:30:51 AM
RTSIRM_warming,100.649,0,0.001897593,0.977554,1/8/2020 1:31:50 AM
RTSIRM_warming,105.4999,0,0.001893589,0.9775247,1/8/2020 1:32:49 AM
RTSIRM_warming,110.5006,0,0.001890822,0.9774224,1/8/2020 1:33:48 AM
RTSIRM_warming,115.5688,0,0.001890091,0.9775186,1/8/2020 1:34:49 AM
RTSIRM_warming,120.4887,0,0.001907452,0.9775566,1/8/2020 1:35:48 AM
RTSIRM_warming,125.5408,0,0.002048621,0.9775157,1/8/2020 1:36:48 AM
RTSIRM_warming,130.6144,0,0.002222986,0.9778393,1/8/2020 1:37:49 AM
RTSIRM_warming,135.5332,0,0.00228161,0.9774359,1/8/2020 1:38:48 AM
RTSIRM_warming,140.5583,0,0.002307888,0.9773804,1/8/2020 1:39:47 AM
RTSIRM_warming,145.7137,0,0.002328149,0.9774888,1/8/2020 1:40:49 AM
RTSIRM_warming,150.5117,0,0.002344707,0.9774895,1/8/2020 1:41:47 AM
RTSIRM_warming,155.5177,0,0.002359497,0.9776796,1/8/2020 1:42:47 AM
RTSIRM_warming,160.5092,0,0.002371693,0.9771494,1/8/2020 1:43:47 AM
RTSIRM_warming,165.5397,0,0.002381697,0.9776549,1/8/2020 1:44:48 AM
RTSIRM_warming,170.4936,0,0.002390005,0.9775029,1/8/2020 1:45:46 AM
RTSIRM_warming,175.5334,0,0.002399146,0.9771793,1/8/2020 1:46:47 AM
RTSIRM_warming,180.529,0,0.002404518,0.9775444,1/8/2020 1:47:47 AM
RTSIRM_warming,185.5212,0,0.002409988,0.9774941,1/8/2020 1:48:46 AM
RTSIRM_warming,190.5716,0,0.002415073,0.9775984,1/8/2020 1:49:47 AM
RTSIRM_warming,195.528,0,0.00241851,0.9773475,1/8/2020 1:50:47 AM
RTSIRM_warming,200.5023,0,0.002420933,0.977377,1/8/2020 1:51:46 AM
RTSIRM_warming,205.4866,0,0.002424205,0.9771513,1/8/2020 1:52:47 AM
RTSIRM_warming,210.6313,0,0.00242627,0.9773294,1/8/2020 1:53:47 AM
RTSIRM_warming,215.5159,0,0.002426088,0.9775709,1/8/2020 1:54:46 AM
RTSIRM_warming,220.6422,0,0.002426308,0.9770114,1/8/2020 1:55:48 AM
RTSIRM_warming,225.5558,0,0.002427068,0.9774327,1/8/2020 1:56:46 AM
RTSIRM_warming,230.4727,0,0.002425188,0.9778654,1/8/2020 1:57:45 AM
RTSIRM_warming,235.5494,0,0.002424517,0.9774536,1/8/2020 1:58:47 AM
RTSIRM_warming,240.5326,0,0.002424426,0.9772884,1/8/2020 1:59:46 AM
RTSIRM_warming,245.5458,0,0.002422458,0.9774504,1/8/2020 2:00:46 AM
RTSIRM_warming,250.6784,0,0.002418852,0.9773602,1/8/2020 2:01:47 AM
RTSIRM_warming,255.5232,0,0.002417679,0.9775923,1/8/2020 2:02:46 AM
RTSIRM_warming,260.5312,0,0.002414006,0.9774854,1/8/2020 2:03:47 AM
RTSIRM_warming,265.6,0,0.002410436,0.9773776,1/8/2020 2:04:47 AM
RTSIRM_warming,270.5079,0,0.002407222,0.977457,1/8/2020 2:05:45 AM
RTSIRM_warming,275.4771,0,0.002402884,0.9775143,1/8/2020 2:06:46 AM
RTSIRM_warming,280.6013,0,0.002397732,0.9775945,1/8/2020 2:07:46 AM
RTSIRM_warming,285.4543,0,0.002392838,0.9776711,1/8/2020 2:08:45 AM
RTSIRM_warming,290.646,0,0.002387551,0.9776378,1/8/2020 2:09:47 AM
RTSIRM_warming,295.6885,0,0.00238228,0.9778209,1/8/2020 2:10:47 AM
RTSIRM_warming,300.0339,0,0.002373912,0.9775384,1/8/2020 2:16:21 AM
